Year,Bank,KeywordIndex,TotalResults
2021,Kotak Mahindra Bank Ltd,Kw1,45
2021,Kotak Mahindra Bank Ltd,Kw2,5
2021,Kotak Mahindra Bank Ltd,Kw3,0
2021,Kotak Mahindra Bank Ltd,Kw4,1
2021,Kotak Mahindra Bank Ltd,Kw5,6
2021,Kotak Mahindra Bank Ltd,Kw6,3
2021,Kotak Mahindra Bank Ltd,Kw7,1
2021,Kotak Mahindra Bank Ltd,Kw8,0
2021,Kotak Mahindra Bank Ltd,Kw9,2
2021,Kotak Mahindra Bank Ltd,Kw10,1
2021,Kotak Mahindra Bank Ltd,Kw11,2
2021,Kotak Mahindra Bank Ltd,Kw12,1
2021,Kotak Mahindra Bank Ltd,Kw13,2
2021,State Bank of India,Kw1,37
2021,State Bank of India,Kw2,50
2021,State Bank of India,Kw3,4
2021,State Bank of India,Kw4,1
2021,State Bank of India,Kw5,280
2021,State Bank of India,Kw6,18
2021,State Bank of India,Kw7,2
2021,State Bank of India,Kw8,0
2021,State Bank of India,Kw9,17
2021,State Bank of India,Kw10,36
2021,State Bank of India,Kw11,26
2021,State Bank of India,Kw12,1
2021,State Bank of India,Kw13,3
2021,Indian Overseas Bank,Kw1,0
2021,Indian Overseas Bank,Kw2,0
2021,Indian Overseas Bank,Kw3,0
2021,Indian Overseas Bank,Kw4,0
2021,Indian Overseas Bank,Kw5,0
2021,Indian Overseas Bank,Kw6,0
2021,Indian Overseas Bank,Kw7,0
2021,Indian Overseas Bank,Kw8,0
2021,Indian Overseas Bank,Kw9,0
2021,Indian Overseas Bank,Kw10,0
2021,Indian Overseas Bank,Kw11,0
2021,Indian Overseas Bank,Kw12,1
2021,Indian Overseas Bank,Kw13,0
2021,ICICI Bank Ltd,Kw1,0
2021,ICICI Bank Ltd,Kw2,0
2021,ICICI Bank Ltd,Kw3,0
2021,ICICI Bank Ltd,Kw4,0
2021,ICICI Bank Ltd,Kw5,0
2021,ICICI Bank Ltd,Kw6,0
2021,ICICI Bank Ltd,Kw7,0
2021,ICICI Bank Ltd,Kw8,0
2021,ICICI Bank Ltd,Kw9,0
2021,ICICI Bank Ltd,Kw10,0
2021,ICICI Bank Ltd,Kw11,0
2021,ICICI Bank Ltd,Kw12,0
2021,ICICI Bank Ltd,Kw13,0
2021,Indusind Bank Ltd,Kw1,1
2021,Indusind Bank Ltd,Kw2,20
2021,Indusind Bank Ltd,Kw3,3
2021,Indusind Bank Ltd,Kw4,0
2021,Indusind Bank Ltd,Kw5,0
2021,Indusind Bank Ltd,Kw6,3
2021,Indusind Bank Ltd,Kw7,1
2021,Indusind Bank Ltd,Kw8,0
2021,Indusind Bank Ltd,Kw9,0
2021,Indusind Bank Ltd,Kw10,0
2021,Indusind Bank Ltd,Kw11,1
2021,Indusind Bank Ltd,Kw12,17
2021,Indusind Bank Ltd,Kw13,4
2021,China Merchants Bank Co Ltd,Kw1,0
2021,China Merchants Bank Co Ltd,Kw2,0
2021,China Merchants Bank Co Ltd,Kw3,0
2021,China Merchants Bank Co Ltd,Kw4,0
2021,China Merchants Bank Co Ltd,Kw5,0
2021,China Merchants Bank Co Ltd,Kw6,0
2021,China Merchants Bank Co Ltd,Kw7,0
2021,China Merchants Bank Co Ltd,Kw8,0
2021,China Merchants Bank Co Ltd,Kw9,0
2021,China Merchants Bank Co Ltd,Kw10,0
2021,China Merchants Bank Co Ltd,Kw11,0
2021,China Merchants Bank Co Ltd,Kw12,0
2021,China Merchants Bank Co Ltd,Kw13,0
2021,Punjab National Bank,Kw1,4
2021,Punjab National Bank,Kw2,2
2021,Punjab National Bank,Kw3,0
2021,Punjab National Bank,Kw4,0
2021,Punjab National Bank,Kw5,0
2021,Punjab National Bank,Kw6,1
2021,Punjab National Bank,Kw7,0
2021,Punjab National Bank,Kw8,0
2021,Punjab National Bank,Kw9,1
2021,Punjab National Bank,Kw10,4
2021,Punjab National Bank,Kw11,0
2021,Punjab National Bank,Kw12,3
2021,Punjab National Bank,Kw13,0
2020,Oversea-Chinese Banking Corporation Ltd,Kw1,9
2020,Oversea-Chinese Banking Corporation Ltd,Kw2,23
2020,Oversea-Chinese Banking Corporation Ltd,Kw3,0
2020,Oversea-Chinese Banking Corporation Ltd,Kw4,4
2020,Oversea-Chinese Banking Corporation Ltd,Kw5,156
2020,Oversea-Chinese Banking Corporation Ltd,Kw6,22
2020,Oversea-Chinese Banking Corporation Ltd,Kw7,8
2020,Oversea-Chinese Banking Corporation Ltd,Kw8,0
2020,Oversea-Chinese Banking Corporation Ltd,Kw9,10
2020,Oversea-Chinese Banking Corporation Ltd,Kw10,3
2020,Oversea-Chinese Banking Corporation Ltd,Kw11,3
2020,Oversea-Chinese Banking Corporation Ltd,Kw12,316
2020,Oversea-Chinese Banking Corporation Ltd,Kw13,19
2020,HDFC Bank Ltd,Kw1,5
2020,HDFC Bank Ltd,Kw2,166
2020,HDFC Bank Ltd,Kw3,0
2020,HDFC Bank Ltd,Kw4,4
2020,HDFC Bank Ltd,Kw5,3
2020,HDFC Bank Ltd,Kw6,7
2020,HDFC Bank Ltd,Kw7,2
2020,HDFC Bank Ltd,Kw8,0
2020,HDFC Bank Ltd,Kw9,4
2020,HDFC Bank Ltd,Kw10,20
2020,HDFC Bank Ltd,Kw11,0
2020,HDFC Bank Ltd,Kw12,2
2020,HDFC Bank Ltd,Kw13,5
2020,City Union Bank Ltd,Kw1,1
2020,City Union Bank Ltd,Kw2,1
2020,City Union Bank Ltd,Kw3,0
2020,City Union Bank Ltd,Kw4,0
2020,City Union Bank Ltd,Kw5,1
2020,City Union Bank Ltd,Kw6,1
2020,City Union Bank Ltd,Kw7,0
2020,City Union Bank Ltd,Kw8,0
2020,City Union Bank Ltd,Kw9,0
2020,City Union Bank Ltd,Kw10,0
2020,City Union Bank Ltd,Kw11,0
2020,City Union Bank Ltd,Kw12,0
2020,City Union Bank Ltd,Kw13,0
2020,Jammu and Kashmir Bank Ltd,Kw1,1
2020,Jammu and Kashmir Bank Ltd,Kw2,6
2020,Jammu and Kashmir Bank Ltd,Kw3,0
2020,Jammu and Kashmir Bank Ltd,Kw4,0
2020,Jammu and Kashmir Bank Ltd,Kw5,0
2020,Jammu and Kashmir Bank Ltd,Kw6,1
2020,Jammu and Kashmir Bank Ltd,Kw7,0
2020,Jammu and Kashmir Bank Ltd,Kw8,0
2020,Jammu and Kashmir Bank Ltd,Kw9,0
2020,Jammu and Kashmir Bank Ltd,Kw10,0
2020,Jammu and Kashmir Bank Ltd,Kw11,0
2020,Jammu and Kashmir Bank Ltd,Kw12,37
2020,Jammu and Kashmir Bank Ltd,Kw13,0
2020,DBS Group Holdings Ltd,Kw1,21
2020,DBS Group Holdings Ltd,Kw2,19
2020,DBS Group Holdings Ltd,Kw3,20
2020,DBS Group Holdings Ltd,Kw4,14
2020,DBS Group Holdings Ltd,Kw5,23
2020,DBS Group Holdings Ltd,Kw6,20
2020,DBS Group Holdings Ltd,Kw7,8
2020,DBS Group Holdings Ltd,Kw8,2
2020,DBS Group Holdings Ltd,Kw9,35
2020,DBS Group Holdings Ltd,Kw10,6
2020,DBS Group Holdings Ltd,Kw11,1
2020,DBS Group Holdings Ltd,Kw12,12
2020,DBS Group Holdings Ltd,Kw13,9
2020,Bank of India Ltd,Kw1,0
2020,Bank of India Ltd,Kw2,0
2020,Bank of India Ltd,Kw3,0
2020,Bank of India Ltd,Kw4,0
2020,Bank of India Ltd,Kw5,0
2020,Bank of India Ltd,Kw6,1
2020,Bank of India Ltd,Kw7,0
2020,Bank of India Ltd,Kw8,0
2020,Bank of India Ltd,Kw9,0
2020,Bank of India Ltd,Kw10,1
2020,Bank of India Ltd,Kw11,0
2020,Bank of India Ltd,Kw12,0
2020,Bank of India Ltd,Kw13,1
2020,IDBI Bank Ltd,Kw1,2
2020,IDBI Bank Ltd,Kw2,2
2020,IDBI Bank Ltd,Kw3,0
2020,IDBI Bank Ltd,Kw4,2
2020,IDBI Bank Ltd,Kw5,1
2020,IDBI Bank Ltd,Kw6,1
2020,IDBI Bank Ltd,Kw7,0
2020,IDBI Bank Ltd,Kw8,0
2020,IDBI Bank Ltd,Kw9,2
2020,IDBI Bank Ltd,Kw10,0
2020,IDBI Bank Ltd,Kw11,1
2020,IDBI Bank Ltd,Kw12,0
2020,IDBI Bank Ltd,Kw13,2
2020,Karur Vysya Bank Ltd,Kw1,1
2020,Karur Vysya Bank Ltd,Kw2,2
2020,Karur Vysya Bank Ltd,Kw3,0
2020,Karur Vysya Bank Ltd,Kw4,0
2020,Karur Vysya Bank Ltd,Kw5,0
2020,Karur Vysya Bank Ltd,Kw6,0
2020,Karur Vysya Bank Ltd,Kw7,0
2020,Karur Vysya Bank Ltd,Kw8,0
2020,Karur Vysya Bank Ltd,Kw9,0
2020,Karur Vysya Bank Ltd,Kw10,0
2020,Karur Vysya Bank Ltd,Kw11,0
2020,Karur Vysya Bank Ltd,Kw12,0
2020,Karur Vysya Bank Ltd,Kw13,0
2020,South Indian Bank Ltd,Kw1,1
2020,South Indian Bank Ltd,Kw2,1
2020,South Indian Bank Ltd,Kw3,0
2020,South Indian Bank Ltd,Kw4,0
2020,South Indian Bank Ltd,Kw5,0
2020,South Indian Bank Ltd,Kw6,0
2020,South Indian Bank Ltd,Kw7,0
2020,South Indian Bank Ltd,Kw8,0
2020,South Indian Bank Ltd,Kw9,0
2020,South Indian Bank Ltd,Kw10,0
2020,South Indian Bank Ltd,Kw11,0
2020,South Indian Bank Ltd,Kw12,1
2020,South Indian Bank Ltd,Kw13,0
2020,Axis Bank Ltd,Kw1,87
2020,Axis Bank Ltd,Kw2,91
2020,Axis Bank Ltd,Kw3,2
2020,Axis Bank Ltd,Kw4,6
2020,Axis Bank Ltd,Kw5,36
2020,Axis Bank Ltd,Kw6,3
2020,Axis Bank Ltd,Kw7,1
2020,Axis Bank Ltd,Kw8,0
2020,Axis Bank Ltd,Kw9,84
2020,Axis Bank Ltd,Kw10,85
2020,Axis Bank Ltd,Kw11,2
2020,Axis Bank Ltd,Kw12,83
2020,Axis Bank Ltd,Kw13,18
2020,Federal Bank Ltd,Kw1,3
2020,Federal Bank Ltd,Kw2,0
2020,Federal Bank Ltd,Kw3,1
2020,Federal Bank Ltd,Kw4,0
2020,Federal Bank Ltd,Kw5,0
2020,Federal Bank Ltd,Kw6,0
2020,Federal Bank Ltd,Kw7,0
2020,Federal Bank Ltd,Kw8,0
2020,Federal Bank Ltd,Kw9,2
2020,Federal Bank Ltd,Kw10,2
2020,Federal Bank Ltd,Kw11,0
2020,Federal Bank Ltd,Kw12,2
2020,Federal Bank Ltd,Kw13,0
2020,Ping An Bank Co Ltd,Kw1,0
2020,Ping An Bank Co Ltd,Kw2,0
2020,Ping An Bank Co Ltd,Kw3,0
2020,Ping An Bank Co Ltd,Kw4,0
2020,Ping An Bank Co Ltd,Kw5,0
2020,Ping An Bank Co Ltd,Kw6,0
2020,Ping An Bank Co Ltd,Kw7,0
2020,Ping An Bank Co Ltd,Kw8,0
2020,Ping An Bank Co Ltd,Kw9,0
2020,Ping An Bank Co Ltd,Kw10,0
2020,Ping An Bank Co Ltd,Kw11,0
2020,Ping An Bank Co Ltd,Kw12,0
2020,Ping An Bank Co Ltd,Kw13,0
2020,Shanghai Pudong Development Bank Co Ltd,Kw1,1
2020,Shanghai Pudong Development Bank Co Ltd,Kw2,0
2020,Shanghai Pudong Development Bank Co Ltd,Kw3,0
2020,Shanghai Pudong Development Bank Co Ltd,Kw4,0
2020,Shanghai Pudong Development Bank Co Ltd,Kw5,0
2020,Shanghai Pudong Development Bank Co Ltd,Kw6,0
2020,Shanghai Pudong Development Bank Co Ltd,Kw7,0
2020,Shanghai Pudong Development Bank Co Ltd,Kw8,0
2020,Shanghai Pudong Development Bank Co Ltd,Kw9,0
2020,Shanghai Pudong Development Bank Co Ltd,Kw10,0
2020,Shanghai Pudong Development Bank Co Ltd,Kw11,0
2020,Shanghai Pudong Development Bank Co Ltd,Kw12,0
2020,Shanghai Pudong Development Bank Co Ltd,Kw13,0
2020,Bank of Baroda Ltd,Kw1,37
2020,Bank of Baroda Ltd,Kw2,6
2020,Bank of Baroda Ltd,Kw3,1
2020,Bank of Baroda Ltd,Kw4,1
2020,Bank of Baroda Ltd,Kw5,0
2020,Bank of Baroda Ltd,Kw6,1
2020,Bank of Baroda Ltd,Kw7,1
2020,Bank of Baroda Ltd,Kw8,0
2020,Bank of Baroda Ltd,Kw9,4
2020,Bank of Baroda Ltd,Kw10,19
2020,Bank of Baroda Ltd,Kw11,2
2020,Bank of Baroda Ltd,Kw12,2
2020,Bank of Baroda Ltd,Kw13,1
2020,Kotak Mahindra Bank Ltd,Kw1,49
2020,Kotak Mahindra Bank Ltd,Kw2,5
2020,Kotak Mahindra Bank Ltd,Kw3,3
2020,Kotak Mahindra Bank Ltd,Kw4,2
2020,Kotak Mahindra Bank Ltd,Kw5,2
2020,Kotak Mahindra Bank Ltd,Kw6,2
2020,Kotak Mahindra Bank Ltd,Kw7,2
2020,Kotak Mahindra Bank Ltd,Kw8,0
2020,Kotak Mahindra Bank Ltd,Kw9,4
2020,Kotak Mahindra Bank Ltd,Kw10,2
2020,Kotak Mahindra Bank Ltd,Kw11,1
2020,Kotak Mahindra Bank Ltd,Kw12,4
2020,Kotak Mahindra Bank Ltd,Kw13,4
2020,State Bank of India,Kw1,35
2020,State Bank of India,Kw2,55
2020,State Bank of India,Kw3,2
2020,State Bank of India,Kw4,6
2020,State Bank of India,Kw5,253
2020,State Bank of India,Kw6,17
2020,State Bank of India,Kw7,4
2020,State Bank of India,Kw8,0
2020,State Bank of India,Kw9,8
2020,State Bank of India,Kw10,40
2020,State Bank of India,Kw11,31
2020,State Bank of India,Kw12,7
2020,State Bank of India,Kw13,4
2020,Indian Overseas Bank,Kw1,0
2020,Indian Overseas Bank,Kw2,0
2020,Indian Overseas Bank,Kw3,0
2020,Indian Overseas Bank,Kw4,0
2020,Indian Overseas Bank,Kw5,0
2020,Indian Overseas Bank,Kw6,0
2020,Indian Overseas Bank,Kw7,0
2020,Indian Overseas Bank,Kw8,0
2020,Indian Overseas Bank,Kw9,0
2020,Indian Overseas Bank,Kw10,0
2020,Indian Overseas Bank,Kw11,0
2020,Indian Overseas Bank,Kw12,0
2020,Indian Overseas Bank,Kw13,0
2020,ICICI Bank Ltd,Kw1,0
2020,ICICI Bank Ltd,Kw2,0
2020,ICICI Bank Ltd,Kw3,0
2020,ICICI Bank Ltd,Kw4,0
2020,ICICI Bank Ltd,Kw5,0
2020,ICICI Bank Ltd,Kw6,0
2020,ICICI Bank Ltd,Kw7,0
2020,ICICI Bank Ltd,Kw8,0
2020,ICICI Bank Ltd,Kw9,0
2020,ICICI Bank Ltd,Kw10,0
2020,ICICI Bank Ltd,Kw11,0
2020,ICICI Bank Ltd,Kw12,0
2020,ICICI Bank Ltd,Kw13,0
2020,Indusind Bank Ltd,Kw1,1
2020,Indusind Bank Ltd,Kw2,5
2020,Indusind Bank Ltd,Kw3,3
2020,Indusind Bank Ltd,Kw4,0
2020,Indusind Bank Ltd,Kw5,0
2020,Indusind Bank Ltd,Kw6,1
2020,Indusind Bank Ltd,Kw7,0
2020,Indusind Bank Ltd,Kw8,0
2020,Indusind Bank Ltd,Kw9,1
2020,Indusind Bank Ltd,Kw10,0
2020,Indusind Bank Ltd,Kw11,1
2020,Indusind Bank Ltd,Kw12,1
2020,Indusind Bank Ltd,Kw13,1
2020,China Merchants Bank Co Ltd,Kw1,0
2020,China Merchants Bank Co Ltd,Kw2,0
2020,China Merchants Bank Co Ltd,Kw3,0
2020,China Merchants Bank Co Ltd,Kw4,0
2020,China Merchants Bank Co Ltd,Kw5,0
2020,China Merchants Bank Co Ltd,Kw6,0
2020,China Merchants Bank Co Ltd,Kw7,0
2020,China Merchants Bank Co Ltd,Kw8,0
2020,China Merchants Bank Co Ltd,Kw9,0
2020,China Merchants Bank Co Ltd,Kw10,0
2020,China Merchants Bank Co Ltd,Kw11,0
2020,China Merchants Bank Co Ltd,Kw12,0
2020,China Merchants Bank Co Ltd,Kw13,0
2020,Punjab National Bank,Kw1,2
2020,Punjab National Bank,Kw2,1
2020,Punjab National Bank,Kw3,0
2020,Punjab National Bank,Kw4,0
2020,Punjab National Bank,Kw5,1
2020,Punjab National Bank,Kw6,0
2020,Punjab National Bank,Kw7,0
2020,Punjab National Bank,Kw8,0
2020,Punjab National Bank,Kw9,0
2020,Punjab National Bank,Kw10,2
2020,Punjab National Bank,Kw11,0
2020,Punjab National Bank,Kw12,2
2020,Punjab National Bank,Kw13,1
2019,Oversea-Chinese Banking Corporation Ltd,Kw1,8
2019,Oversea-Chinese Banking Corporation Ltd,Kw2,5
2019,Oversea-Chinese Banking Corporation Ltd,Kw3,1
2019,Oversea-Chinese Banking Corporation Ltd,Kw4,4
2019,Oversea-Chinese Banking Corporation Ltd,Kw5,14
2019,Oversea-Chinese Banking Corporation Ltd,Kw6,9
2019,Oversea-Chinese Banking Corporation Ltd,Kw7,3
2019,Oversea-Chinese Banking Corporation Ltd,Kw8,0
2019,Oversea-Chinese Banking Corporation Ltd,Kw9,8
2019,Oversea-Chinese Banking Corporation Ltd,Kw10,0
2019,Oversea-Chinese Banking Corporation Ltd,Kw11,0
2019,Oversea-Chinese Banking Corporation Ltd,Kw12,68
2019,Oversea-Chinese Banking Corporation Ltd,Kw13,5
2019,HDFC Bank Ltd,Kw1,3
2019,HDFC Bank Ltd,Kw2,9
2019,HDFC Bank Ltd,Kw3,1
2019,HDFC Bank Ltd,Kw4,3
2019,HDFC Bank Ltd,Kw5,17
2019,HDFC Bank Ltd,Kw6,4
2019,HDFC Bank Ltd,Kw7,2
2019,HDFC Bank Ltd,Kw8,0
2019,HDFC Bank Ltd,Kw9,3
2019,HDFC Bank Ltd,Kw10,5
2019,HDFC Bank Ltd,Kw11,2
2019,HDFC Bank Ltd,Kw12,1
2019,HDFC Bank Ltd,Kw13,3
2019,City Union Bank Ltd,Kw1,1
2019,City Union Bank Ltd,Kw2,0
2019,City Union Bank Ltd,Kw3,0
2019,City Union Bank Ltd,Kw4,1
2019,City Union Bank Ltd,Kw5,0
2019,City Union Bank Ltd,Kw6,0
2019,City Union Bank Ltd,Kw7,0
2019,City Union Bank Ltd,Kw8,0
2019,City Union Bank Ltd,Kw9,0
2019,City Union Bank Ltd,Kw10,0
2019,City Union Bank Ltd,Kw11,0
2019,City Union Bank Ltd,Kw12,1
2019,City Union Bank Ltd,Kw13,0
2019,Jammu and Kashmir Bank Ltd,Kw1,3
2019,Jammu and Kashmir Bank Ltd,Kw2,7
2019,Jammu and Kashmir Bank Ltd,Kw3,1
2019,Jammu and Kashmir Bank Ltd,Kw4,0
2019,Jammu and Kashmir Bank Ltd,Kw5,0
2019,Jammu and Kashmir Bank Ltd,Kw6,1
2019,Jammu and Kashmir Bank Ltd,Kw7,0
2019,Jammu and Kashmir Bank Ltd,Kw8,0
2019,Jammu and Kashmir Bank Ltd,Kw9,1
2019,Jammu and Kashmir Bank Ltd,Kw10,0
2019,Jammu and Kashmir Bank Ltd,Kw11,0
2019,Jammu and Kashmir Bank Ltd,Kw12,52
2019,Jammu and Kashmir Bank Ltd,Kw13,1
2019,DBS Group Holdings Ltd,Kw1,27
2019,DBS Group Holdings Ltd,Kw2,17
2019,DBS Group Holdings Ltd,Kw3,7
2019,DBS Group Holdings Ltd,Kw4,13
2019,DBS Group Holdings Ltd,Kw5,9
2019,DBS Group Holdings Ltd,Kw6,8
2019,DBS Group Holdings Ltd,Kw7,5
2019,DBS Group Holdings Ltd,Kw8,1
2019,DBS Group Holdings Ltd,Kw9,15
2019,DBS Group Holdings Ltd,Kw10,15
2019,DBS Group Holdings Ltd,Kw11,5
2019,DBS Group Holdings Ltd,Kw12,12
2019,DBS Group Holdings Ltd,Kw13,8
2019,Bank of India Ltd,Kw1,2
2019,Bank of India Ltd,Kw2,0
2019,Bank of India Ltd,Kw3,0
2019,Bank of India Ltd,Kw4,0
2019,Bank of India Ltd,Kw5,0
2019,Bank of India Ltd,Kw6,2
2019,Bank of India Ltd,Kw7,0
2019,Bank of India Ltd,Kw8,0
2019,Bank of India Ltd,Kw9,0
2019,Bank of India Ltd,Kw10,0
2019,Bank of India Ltd,Kw11,0
2019,Bank of India Ltd,Kw12,0
2019,Bank of India Ltd,Kw13,0
2019,IDBI Bank Ltd,Kw1,19
2019,IDBI Bank Ltd,Kw2,4
2019,IDBI Bank Ltd,Kw3,2
2019,IDBI Bank Ltd,Kw4,0
2019,IDBI Bank Ltd,Kw5,2
2019,IDBI Bank Ltd,Kw6,1
2019,IDBI Bank Ltd,Kw7,0
2019,IDBI Bank Ltd,Kw8,0
2019,IDBI Bank Ltd,Kw9,0
2019,IDBI Bank Ltd,Kw10,0
2019,IDBI Bank Ltd,Kw11,0
2019,IDBI Bank Ltd,Kw12,3
2019,IDBI Bank Ltd,Kw13,1
2019,Karur Vysya Bank Ltd,Kw1,1
2019,Karur Vysya Bank Ltd,Kw2,6
2019,Karur Vysya Bank Ltd,Kw3,0
2019,Karur Vysya Bank Ltd,Kw4,0
2019,Karur Vysya Bank Ltd,Kw5,0
2019,Karur Vysya Bank Ltd,Kw6,1
2019,Karur Vysya Bank Ltd,Kw7,0
2019,Karur Vysya Bank Ltd,Kw8,0
2019,Karur Vysya Bank Ltd,Kw9,0
2019,Karur Vysya Bank Ltd,Kw10,0
2019,Karur Vysya Bank Ltd,Kw11,0
2019,Karur Vysya Bank Ltd,Kw12,0
2019,Karur Vysya Bank Ltd,Kw13,0
2019,South Indian Bank Ltd,Kw1,0
2019,South Indian Bank Ltd,Kw2,1
2019,South Indian Bank Ltd,Kw3,0
2019,South Indian Bank Ltd,Kw4,0
2019,South Indian Bank Ltd,Kw5,0
2019,South Indian Bank Ltd,Kw6,0
2019,South Indian Bank Ltd,Kw7,0
2019,South Indian Bank Ltd,Kw8,0
2019,South Indian Bank Ltd,Kw9,0
2019,South Indian Bank Ltd,Kw10,0
2019,South Indian Bank Ltd,Kw11,0
2019,South Indian Bank Ltd,Kw12,1
2019,South Indian Bank Ltd,Kw13,0
2019,Axis Bank Ltd,Kw1,70
2019,Axis Bank Ltd,Kw2,97
2019,Axis Bank Ltd,Kw3,4
2019,Axis Bank Ltd,Kw4,5
2019,Axis Bank Ltd,Kw5,8
2019,Axis Bank Ltd,Kw6,7
2019,Axis Bank Ltd,Kw7,1
2019,Axis Bank Ltd,Kw8,0
2019,Axis Bank Ltd,Kw9,65
2019,Axis Bank Ltd,Kw10,70
2019,Axis Bank Ltd,Kw11,1
2019,Axis Bank Ltd,Kw12,75
2019,Axis Bank Ltd,Kw13,6
2019,Federal Bank Ltd,Kw1,1
2019,Federal Bank Ltd,Kw2,0
2019,Federal Bank Ltd,Kw3,0
2019,Federal Bank Ltd,Kw4,0
2019,Federal Bank Ltd,Kw5,0
2019,Federal Bank Ltd,Kw6,0
2019,Federal Bank Ltd,Kw7,0
2019,Federal Bank Ltd,Kw8,0
2019,Federal Bank Ltd,Kw9,0
2019,Federal Bank Ltd,Kw10,1
2019,Federal Bank Ltd,Kw11,0
2019,Federal Bank Ltd,Kw12,1
2019,Federal Bank Ltd,Kw13,0
2019,Ping An Bank Co Ltd,Kw1,0
2019,Ping An Bank Co Ltd,Kw2,0
2019,Ping An Bank Co Ltd,Kw3,0
2019,Ping An Bank Co Ltd,Kw4,0
2019,Ping An Bank Co Ltd,Kw5,0
2019,Ping An Bank Co Ltd,Kw6,0
2019,Ping An Bank Co Ltd,Kw7,0
2019,Ping An Bank Co Ltd,Kw8,0
2019,Ping An Bank Co Ltd,Kw9,0
2019,Ping An Bank Co Ltd,Kw10,0
2019,Ping An Bank Co Ltd,Kw11,0
2019,Ping An Bank Co Ltd,Kw12,0
2019,Ping An Bank Co Ltd,Kw13,0
2019,Shanghai Pudong Development Bank Co Ltd,Kw1,0
2019,Shanghai Pudong Development Bank Co Ltd,Kw2,0
2019,Shanghai Pudong Development Bank Co Ltd,Kw3,0
2019,Shanghai Pudong Development Bank Co Ltd,Kw4,0
2019,Shanghai Pudong Development Bank Co Ltd,Kw5,0
2019,Shanghai Pudong Development Bank Co Ltd,Kw6,1
2019,Shanghai Pudong Development Bank Co Ltd,Kw7,0
2019,Shanghai Pudong Development Bank Co Ltd,Kw8,0
2019,Shanghai Pudong Development Bank Co Ltd,Kw9,0
2019,Shanghai Pudong Development Bank Co Ltd,Kw10,0
2019,Shanghai Pudong Development Bank Co Ltd,Kw11,0
2019,Shanghai Pudong Development Bank Co Ltd,Kw12,1
2019,Shanghai Pudong Development Bank Co Ltd,Kw13,0
2019,Bank of Baroda Ltd,Kw1,32
2019,Bank of Baroda Ltd,Kw2,5
2019,Bank of Baroda Ltd,Kw3,0
2019,Bank of Baroda Ltd,Kw4,0
2019,Bank of Baroda Ltd,Kw5,1
2019,Bank of Baroda Ltd,Kw6,0
2019,Bank of Baroda Ltd,Kw7,0
2019,Bank of Baroda Ltd,Kw8,0
2019,Bank of Baroda Ltd,Kw9,1
2019,Bank of Baroda Ltd,Kw10,0
2019,Bank of Baroda Ltd,Kw11,1
2019,Bank of Baroda Ltd,Kw12,1
2019,Bank of Baroda Ltd,Kw13,4
2019,Kotak Mahindra Bank Ltd,Kw1,28
2019,Kotak Mahindra Bank Ltd,Kw2,3
2019,Kotak Mahindra Bank Ltd,Kw3,0
2019,Kotak Mahindra Bank Ltd,Kw4,0
2019,Kotak Mahindra Bank Ltd,Kw5,0
2019,Kotak Mahindra Bank Ltd,Kw6,3
2019,Kotak Mahindra Bank Ltd,Kw7,0
2019,Kotak Mahindra Bank Ltd,Kw8,0
2019,Kotak Mahindra Bank Ltd,Kw9,0
2019,Kotak Mahindra Bank Ltd,Kw10,0
2019,Kotak Mahindra Bank Ltd,Kw11,1
2019,Kotak Mahindra Bank Ltd,Kw12,0
2019,Kotak Mahindra Bank Ltd,Kw13,2
2019,State Bank of India,Kw1,106
2019,State Bank of India,Kw2,49
2019,State Bank of India,Kw3,4
2019,State Bank of India,Kw4,8
2019,State Bank of India,Kw5,359
2019,State Bank of India,Kw6,14
2019,State Bank of India,Kw7,7
2019,State Bank of India,Kw8,0
2019,State Bank of India,Kw9,14
2019,State Bank of India,Kw10,113
2019,State Bank of India,Kw11,106
2019,State Bank of India,Kw12,5
2019,State Bank of India,Kw13,3
2019,Indian Overseas Bank,Kw1,0
2019,Indian Overseas Bank,Kw2,0
2019,Indian Overseas Bank,Kw3,0
2019,Indian Overseas Bank,Kw4,0
2019,Indian Overseas Bank,Kw5,0
2019,Indian Overseas Bank,Kw6,0
2019,Indian Overseas Bank,Kw7,0
2019,Indian Overseas Bank,Kw8,0
2019,Indian Overseas Bank,Kw9,0
2019,Indian Overseas Bank,Kw10,0
2019,Indian Overseas Bank,Kw11,0
2019,Indian Overseas Bank,Kw12,0
2019,Indian Overseas Bank,Kw13,0
2019,ICICI Bank Ltd,Kw1,0
2019,ICICI Bank Ltd,Kw2,0
2019,ICICI Bank Ltd,Kw3,0
2019,ICICI Bank Ltd,Kw4,0
2019,ICICI Bank Ltd,Kw5,0
2019,ICICI Bank Ltd,Kw6,0
2019,ICICI Bank Ltd,Kw7,0
2019,ICICI Bank Ltd,Kw8,0
2019,ICICI Bank Ltd,Kw9,0
2019,ICICI Bank Ltd,Kw10,0
2019,ICICI Bank Ltd,Kw11,0
2019,ICICI Bank Ltd,Kw12,0
2019,ICICI Bank Ltd,Kw13,0
2019,Indusind Bank Ltd,Kw1,4
2019,Indusind Bank Ltd,Kw2,12
2019,Indusind Bank Ltd,Kw3,5
2019,Indusind Bank Ltd,Kw4,0
2019,Indusind Bank Ltd,Kw5,0
2019,Indusind Bank Ltd,Kw6,4
2019,Indusind Bank Ltd,Kw7,1
